4,2,3,5,6,3,2,4,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,10,8,9,11,12,9,8,10,1,16,
4,2,3,5,6,3,2,4,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,7,7,7,7,10,8,9,11,12,9,8,10,-1,17,
4,2,3,5,6,3,2,4,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,7,7,7,7,10,8,9,11,12,9,8,10,1,23,
4,2,3,5,6,3,2,4,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,0,7,7,7,0,7,7,7,7,10,0,9,11,12,9,8,10,-1,56,
4,2,3,5,6,3,0,4,1,1,1,0,0,1,1,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,0,7,7,7,0,7,7,7,7,10,0,9,11,12,9,8,10,1,37,
4,2,3,5,6,3,0,4,1,1,1,0,0,1,1,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,9,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,0,7,7,7,0,7,7,7,7,10,0,0,11,12,9,8,10,-1,67,
4,2,3,5,6,0,0,4,1,1,1,0,3,1,1,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,9,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,0,7,7,7,0,7,7,7,7,10,0,0,11,12,9,8,10,1,63,
4,2,3,5,6,0,0,4,1,1,1,0,3,1,1,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,9,0,0,0,0,7,0,0,0,0,0,0,8,0,7,0,0,0,7,7,7,0,0,7,7,7,10,0,0,11,12,9,8,10,-1,64,
4,2,3,5,6,0,0,4,1,1,1,0,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9,0,0,0,0,7,2,0,0,0,0,0,8,0,7,0,0,0,7,7,7,0,0,7,7,7,10,0,0,11,12,9,8,10,1,-25,
4,2,3,5,6,0,0,4,1,1,1,0,9,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,2,0,0,0,0,0,8,0,7,0,0,0,7,7,7,0,0,7,7,7,10,0,0,11,12,9,8,10,-1,-18,
4,2,3,0,6,0,0,4,1,1,1,0,5,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,2,0,0,0,0,0,8,0,7,0,0,0,7,7,7,0,0,7,7,7,10,0,0,11,12,9,8,10,1,-22,
4,2,3,0,6,0,0,4,1,1,1,0,5,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,7,0,0,0,7,7,7,0,0,7,7,7,10,0,0,11,12,9,8,10,-1,-8,
4,2,3,0,6,0,0,4,1,1,1,0,5,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,7,0,0,0,7,7,7,0,0,7,7,7,10,0,0,11,12,9,8,10,1,-3,
4,2,3,0,6,0,0,4,1,1,1,0,5,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,11,0,0,0,0,0,7,0,0,0,7,7,7,0,0,7,7,7,10,0,0,0,12,9,8,10,-1,33,
4,2,3,0,0,4,6,0,1,1,1,0,5,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,11,0,0,0,0,0,7,0,0,0,7,7,7,0,0,7,7,7,10,0,0,0,12,9,8,10,1,16,
4,2,3,0,0,4,6,0,1,1,1,0,5,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,7,0,0,0,7,7,7,0,0,7,7,7,10,0,0,0,12,9,8,10,-1,164,
4,2,3,0,0,4,6,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,11,0,0,0,0,0,0,0,7,0,0,0,7,7,7,0,0,7,7,7,10,0,0,0,12,9,8,10,1,137,
4,2,3,0,0,4,6,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,11,0,0,0,0,0,7,0,7,0,0,0,7,7,0,0,0,7,7,7,10,0,0,0,12,9,8,10,-1,287,
4,2,3,0,0,4,6,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0,0,7,0,7,0,0,0,7,5,0,0,0,7,7,7,10,0,0,0,12,9,8,10,1,289,
4,2,3,0,0,4,6,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,7,0,0,0,7,5,0,0,0,7,7,7,10,11,0,0,12,9,8,10,-1,360,
4,2,3,0,0,4,6,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,7,0,0,0,7,0,0,0,0,7,7,7,10,11,0,0,12,9,8,10,1,269,
4,2,3,0,0,4,6,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,7,0,0,0,7,0,0,0,0,7,7,7,10,11,0,12,0,9,8,10,-1,301,
4,0,3,0,0,4,6,0,1,1,1,0,0,1,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,7,0,0,0,7,0,0,0,0,7,7,7,10,11,0,12,0,9,8,10,1,290,
